proportion,n,coverage rate,avg length,method,F1 score
0.7,200,1.0,16.182616468395977,Data splitting,0.4
0.7,200,0.75,5.9996909737110595,Naive,0.0
0.7,200,1.0,13.082060223936843,MLE,1.0
0.7,200,1.0,15.70263111844871,Data splitting,0.5
0.7,200,0.75,7.546620268995064,Naive,1.0
0.7,200,1.0,12.827856167232165,MLE,0.5
0.7,200,0.875,14.663545075493936,Data splitting,0.5
0.7,200,0.75,5.968639132263423,Naive,0.6666666666666666
0.7,200,0.875,12.9969303695109,MLE,0.0
0.7,200,0.9166666666666666,18.574633273208054,Data splitting,0.4
0.7,200,0.875,7.461993148532004,Naive,0.0
0.7,200,0.9166666666666666,13.373696824935967,MLE,0.4
0.7,200,1.0,13.226262028471272,Data splitting,0.5
0.7,200,0.625,7.4417391555385555,Naive,0.5
0.7,200,1.0,10.486038847553381,MLE,0.0
0.7,200,0.5,11.883082321829315,Data splitting,0.0
0.7,200,0.75,5.951982760792427,Naive,0.0
0.7,200,0.75,10.538220879270233,MLE,0.6666666666666666
0.7,200,0.75,14.196521787481018,Data splitting,0.0
0.7,200,0.875,7.079401587767489,Naive,0.5
0.7,200,1.0,10.65278523603975,MLE,0.0
0.7,200,1.0,13.500519145254097,Data splitting,0.5
0.7,200,0.75,5.9794621593029875,Naive,0.0
0.7,200,0.8333333333333334,13.321789376047974,MLE,0.4
0.7,200,0.8333333333333334,17.205645169600434,Data splitting,0.4
0.7,200,0.75,6.249623948528254,Naive,0.6666666666666666
0.7,200,1.0,10.517105895215439,MLE,0.6666666666666666
0.7,200,1.0,11.800258003542886,Data splitting,0.6666666666666666
0.7,200,0.75,5.9594948551353,Naive,0.6666666666666666
0.7,200,0.9166666666666666,13.352002744473625,MLE,0.4
0.7,200,0.875,15.915979604131126,Data splitting,0.5
0.7,200,0.75,6.050215589586848,Naive,0.6666666666666666
0.7,200,1.0,13.072437292741304,MLE,0.5
0.7,200,0.75,10.889195536676462,Data splitting,0.0
0.7,200,0.75,6.000866076394352,Naive,0.0
0.7,200,0.875,12.599329753482975,MLE,1.0
0.7,200,1.0,15.14982444902804,Data splitting,0.8
0.7,200,0.75,6.0396229771247185,Naive,0.6666666666666666
0.7,200,1.0,12.719733322584014,MLE,0.5
0.7,200,0.8333333333333334,16.788613246837787,Data splitting,0.8
0.7,200,0.75,6.000866346171421,Naive,0.0
0.7,200,1.0,13.828948799668169,MLE,0.6666666666666666
0.7,200,0.9166666666666666,15.897479782246153,Data splitting,0.8
0.7,200,0.5833333333333334,8.332692629913995,Naive,0.4
0.7,200,1.0,13.5027924761149,MLE,0.0
0.7,200,0.75,11.595122367961938,Data splitting,0.0
0.7,200,0.3333333333333333,6.04859149739698,Naive,0.0
0.7,200,0.8125,13.616892715616952,MLE,0.6666666666666666
0.7,200,0.875,14.45159613387348,Data splitting,0.5
0.7,200,0.75,7.441240504130681,Naive,0.5
0.7,200,0.875,12.887729972937205,MLE,0.5
0.7,200,1.0,14.500432254714973,Data splitting,0.5
0.7,200,0.75,5.922930702533368,Naive,0.0
0.7,200,1.0,10.542088886461652,MLE,0.0
0.7,200,1.0,12.764613821691285,Data splitting,0.0
0.7,200,0.75,6.039811347297837,Naive,0.0
0.7,200,1.0,10.39602905833086,MLE,0.0
0.7,200,0.9375,17.93557449986078,Data splitting,0.3333333333333333
0.7,200,0.625,7.427866991920867,Naive,0.5
0.7,200,0.75,11.982809436258698,MLE,1.0
0.7,200,0.75,13.476844977382314,Data splitting,0.6666666666666666
0.7,200,0.5833333333333334,8.232156814932262,Naive,0.8
0.7,200,1.0,10.47857511734016,MLE,0.0
0.7,200,0.9166666666666666,15.16241947450231,Data splitting,0.4
0.7,200,0.625,7.077752004286392,Naive,0.0
0.7,200,0.75,10.503167330489942,MLE,0.0
0.7,200,0.875,14.225712932448904,Data splitting,0.0
0.7,200,0.75,6.021909223212544,Naive,0.0
0.7,200,1.0,12.561660145765641,MLE,0.5
0.7,200,1.0,14.4966651599909,Data splitting,1.0
0.7,200,0.75,6.129707746304129,Naive,0.6666666666666666
0.7,200,1.0,13.499943014627421,MLE,0.4
0.7,200,1.0,16.764141687068335,Data splitting,0.4
0.7,200,1.0,7.4628193656925585,Naive,0.0
0.7,200,0.8333333333333334,13.789852400038361,MLE,0.8
0.7,200,1.0,11.044336482143216,Data splitting,0.0
0.7,200,1.0,7.584677359762402,Naive,0.5
0.7,200,1.0,12.266063004196461,MLE,0.5
0.7,200,1.0,13.632657437051762,Data splitting,0.0
0.7,200,0.75,5.973704973571762,Naive,0.0
0.7,200,0.875,12.66629926367483,MLE,0.0
0.7,200,0.75,11.038534232069665,Data splitting,0.0
0.7,200,1.0,5.981593956533454,Naive,0.0
0.7,200,0.75,10.515344919192279,MLE,0.0
0.7,200,0.875,14.88964198387485,Data splitting,0.5
0.7,200,0.9375,8.386139362528606,Naive,0.3333333333333333
0.7,200,1.0,12.285579832645682,MLE,0.5
0.7,200,1.0,11.56588343723578,Data splitting,0.0
0.7,200,0.75,6.1561974260705075,Naive,0.0
0.7,200,1.0,12.77916060882961,MLE,0.5
0.7,200,0.75,15.366879912561894,Data splitting,0.0
0.7,200,0.75,7.342766734022327,Naive,0.0
0.7,200,1.0,10.463434941167716,MLE,0.6666666666666666
0.7,200,1.0,10.728563970539733,Data splitting,0.6666666666666666
0.7,200,1.0,5.965608056694281,Naive,0.6666666666666666
0.7,200,0.75,13.02228489406616,MLE,0.8
0.7,200,1.0,18.507854931894173,Data splitting,0.3333333333333333
0.7,200,0.875,7.182367736147998,Naive,0.0
0.7,200,1.0,10.425251507595632,MLE,0.6666666666666666
0.7,200,1.0,12.69746293391247,Data splitting,0.0
0.7,200,0.75,6.03329658697135,Naive,0.0
0.7,200,1.0,10.609707357798975,MLE,0.6666666666666666
0.7,200,1.0,11.505145025411352,Data splitting,0.0
0.7,200,0.875,7.454309515380789,Naive,0.5
0.7,200,1.0,13.96472737069238,MLE,0.6666666666666666
0.7,200,0.5,20.501418365480742,Data splitting,0.4
0.7,200,0.75,7.926143961867199,Naive,0.0
0.7,200,0.9166666666666666,13.57301571971532,MLE,0.4
0.7,200,0.875,18.37351442040556,Data splitting,0.6666666666666666
0.7,200,0.5,8.675583350956739,Naive,0.4
0.7,200,0.75,12.650232027040232,MLE,0.5
0.7,200,0.8333333333333334,17.252336138791538,Data splitting,0.4
0.7,200,0.5,6.100273782400009,Naive,0.6666666666666666
0.7,200,0.75,10.38794407914025,MLE,0.6666666666666666
0.7,200,0.5,15.93168128907338,Data splitting,0.5
0.7,200,0.5,7.577216587344305,Naive,0.5
0.7,200,0.9166666666666666,14.150367734516598,MLE,0.4
0.7,200,1.0,15.949841282618372,Data splitting,0.5
0.7,200,0.8333333333333334,8.079040495674873,Naive,0.8
0.7,200,0.9166666666666666,12.951456797767642,MLE,0.8
0.7,200,0.9166666666666666,17.191192431023854,Data splitting,0.8
0.7,200,0.75,6.030335396020732,Naive,0.6666666666666666
0.7,200,0.625,13.646039491020026,MLE,0.3333333333333333
0.7,200,1.0,15.159997676325235,Data splitting,0.5
0.7,200,0.75,7.780584609278882,Naive,0.5
0.7,350,1.0,12.698486282479873,MLE,0.5
0.7,350,1.0,11.201818331487654,Data splitting,0.6666666666666666
0.7,350,0.75,5.965392550557349,Naive,0.6666666666666666
0.7,350,0.9166666666666666,13.07706496624268,MLE,0.8
0.7,350,0.875,13.30153691887276,Data splitting,0.0
0.7,350,0.5,6.017557062866967,Naive,0.0
0.7,350,1.0,12.551896751283723,MLE,0.5
0.7,350,0.9166666666666666,14.76116614604068,Data splitting,0.8
0.7,350,1.0,7.320256380742057,Naive,1.0
0.7,350,1.0,10.709992841432866,MLE,0.0
0.7,350,0.875,13.486375498608222,Data splitting,0.5
0.7,350,0.75,5.966184660567586,Naive,0.0
0.7,350,0.9375,13.476189874416939,MLE,0.3333333333333333
0.7,350,0.9375,15.857016918946947,Data splitting,0.3333333333333333
0.7,350,0.625,7.327118766564698,Naive,0.5
0.7,350,1.0,13.508609772907798,MLE,0.4
0.7,350,0.875,13.503364995302858,Data splitting,0.5
0.7,350,0.875,7.295392643771238,Naive,0.5
0.7,350,1.0,13.061459083867145,MLE,0.5
0.7,350,0.5833333333333334,15.225780280731088,Data splitting,0.4
0.7,350,0.75,5.93394922719315,Naive,0.0
0.7,350,1.0,12.643945274865224,MLE,0.5
0.7,350,0.75,13.316359987232367,Data splitting,0.5
0.7,350,0.75,5.941405316609508,Naive,0.0
0.7,350,0.8333333333333334,13.399632200958983,MLE,0.0
0.7,350,1.0,11.049630774247394,Data splitting,0.0
0.7,350,0.75,5.935858513173363,Naive,0.0
0.7,350,0.75,10.624977834839276,MLE,0.0
0.7,350,0.75,14.186447858365739,Data splitting,0.5
0.7,350,0.75,5.946206353171956,Naive,0.0
0.7,350,1.0,10.713858013648,MLE,0.6666666666666666
0.7,350,1.0,12.681903321223764,Data splitting,0.5
0.7,350,0.875,7.092663583632474,Naive,0.5
0.7,350,1.0,12.58020923164148,MLE,0.0
0.7,350,0.8333333333333334,15.863519131581349,Data splitting,0.0
0.7,350,0.75,7.977166188473968,Naive,0.0
0.7,350,0.75,10.696799435026756,MLE,0.0
0.7,350,1.0,14.994537673930617,Data splitting,0.4
0.7,350,0.75,7.13546537425848,Naive,0.0
0.7,350,1.0,12.557843001050664,MLE,1.0
0.7,350,1.0,13.433784613149507,Data splitting,1.0
0.7,350,0.75,5.976166999722194,Naive,0.6666666666666666
0.7,350,0.875,12.833842526304597,MLE,0.5
0.7,350,0.875,15.035118015776277,Data splitting,0.5
0.7,350,0.75,7.609604344680816,Naive,0.5
0.7,350,1.0,13.0743590578215,MLE,0.5
0.7,350,0.9166666666666666,14.73519491714653,Data splitting,0.8
0.7,350,1.0,5.955009225376294,Naive,0.6666666666666666
0.7,350,1.0,13.990435991929038,MLE,0.3333333333333333
0.7,350,0.5833333333333334,16.507672679820303,Data splitting,0.4
0.7,350,0.875,7.330073758152265,Naive,0.0
0.7,350,0.8333333333333334,13.198619002129744,MLE,0.4
0.7,350,1.0,15.008739033120605,Data splitting,0.4
0.7,350,0.875,7.12701081322698,Naive,0.5
0.7,350,0.9375,13.752615525275466,MLE,0.6666666666666666
0.7,350,1.0,11.010480726690318,Data splitting,0.6666666666666666
0.7,350,0.75,7.12746844966542,Naive,1.0
0.7,350,0.8333333333333334,13.178978366809886,MLE,0.0
0.7,350,0.6666666666666666,15.634472006131324,Data splitting,0.4
0.7,350,0.625,7.290489419766311,Naive,0.0
0.7,350,0.8333333333333334,13.64046273593866,MLE,0.8
0.7,350,1.0,10.755139654507989,Data splitting,0.6666666666666666
0.7,350,0.75,5.928219590780903,Naive,0.0
0.7,350,1.0,12.723801931361791,MLE,0.5
0.7,350,0.875,14.127283401192685,Data splitting,0.0
0.7,350,1.0,7.291153905324785,Naive,0.5
0.7,350,1.0,10.687771469154779,MLE,0.6666666666666666
0.7,350,1.0,13.590729335065152,Data splitting,0.5
0.7,350,0.75,5.980249780732139,Naive,0.6666666666666666
0.7,350,1.0,13.469193500670658,MLE,0.6666666666666666
0.7,350,1.0,10.563155980207203,Data splitting,0.0
0.7,350,0.75,7.036301230877903,Naive,0.5
0.7,350,1.0,12.698725661642065,MLE,0.0
0.7,350,0.6666666666666666,15.742379288164111,Data splitting,0.0
0.7,350,0.75,7.361650656146192,Naive,0.0
0.7,350,0.75,10.669159408154446,MLE,0.0
0.7,350,1.0,13.81638541153373,Data splitting,0.5
0.7,350,0.5,7.141488801060214,Naive,0.5
0.7,350,0.8333333333333334,13.176699940043333,MLE,0.4
0.7,350,1.0,11.238569870953501,Data splitting,0.0
0.7,350,0.75,7.113583632986888,Naive,0.0
0.7,350,0.9166666666666666,13.721761742534099,MLE,0.4
0.7,350,0.9166666666666666,14.953514049180741,Data splitting,0.0
0.7,350,0.75,7.2174244677426875,Naive,0.0
0.7,350,0.8333333333333334,13.225055084108147,MLE,0.4
0.7,350,0.8333333333333334,14.587988982812824,Data splitting,0.4
0.7,350,0.75,5.954517244149502,Naive,0.0
0.7,350,1.0,12.859444332782966,MLE,0.5
0.7,350,0.875,14.132244321380231,Data splitting,0.5
0.7,350,0.75,5.931600179683173,Naive,0.6666666666666666
0.7,350,0.875,12.493560109737253,MLE,0.5
0.7,350,1.0,13.330501870825877,Data splitting,1.0
0.7,350,0.625,7.2505779286747085,Naive,0.5
0.7,350,0.8333333333333334,13.46092706855036,MLE,0.4
0.7,350,1.0,13.078751201575919,Data splitting,0.5
0.7,350,0.75,6.006348283837074,Naive,0.6666666666666666
0.7,350,0.875,12.376374087876691,MLE,1.0
0.7,350,1.0,13.618282760938584,Data splitting,1.0
0.7,350,0.5,6.006622642534714,Naive,0.6666666666666666
0.7,350,1.0,10.671266743160796,MLE,0.6666666666666666
0.7,350,1.0,14.838484533487902,Data splitting,0.4
0.7,350,0.75,5.990874874821964,Naive,0.0
0.7,350,0.8333333333333334,13.012546132914457,MLE,0.0
0.7,350,1.0,13.167289787750658,Data splitting,0.0
0.7,350,0.625,7.166329460466269,Naive,0.0
0.7,350,1.0,13.076658113151957,MLE,0.0
0.7,350,1.0,15.540106145254521,Data splitting,0.4
0.7,350,0.875,7.3686114693272025,Naive,0.5
0.7,350,0.625,12.716197858750366,MLE,0.0
0.7,350,0.8333333333333334,15.2112320000591,Data splitting,0.4
0.7,350,0.5,6.00590897193895,Naive,0.0
0.7,350,1.0,12.476724450797656,MLE,0.0
0.7,350,1.0,14.4929494647887,Data splitting,0.4
0.7,350,0.75,5.949161750509273,Naive,0.0
0.7,350,0.8333333333333334,13.415241179527428,MLE,0.4
0.7,350,1.0,16.281733755207675,Data splitting,0.6666666666666666
0.7,350,0.8333333333333334,7.879222386165522,Naive,0.4
0.7,350,0.8125,13.9974707489679,MLE,0.6666666666666666
0.7,350,1.0,15.49656431865992,Data splitting,0.8
0.7,350,0.875,7.288074647920947,Naive,0.5
0.7,350,1.0,13.913123629672999,MLE,0.6666666666666666
0.7,350,0.3333333333333333,17.214558929809332,Data splitting,0.4
0.7,350,0.875,7.335969445942203,Naive,1.0
0.7,350,0.6666666666666666,13.863573620234469,MLE,0.8
0.7,350,0.9166666666666666,15.141614656245638,Data splitting,0.8
0.7,350,0.625,7.455065949233179,Naive,1.0
0.7,350,1.0,13.570528401996054,MLE,0.6666666666666666
0.7,350,0.875,13.877062341788626,Data splitting,0.5
0.7,350,0.875,7.146599038465369,Naive,0.5
0.7,350,0.75,10.519997400594656,MLE,0.0
0.7,350,0.75,14.904618408372224,Data splitting,0.4
0.7,350,0.75,5.939897329226213,Naive,0.0
0.7,350,0.875,12.669445454010072,MLE,0.0
0.7,350,0.8333333333333334,15.41645909978668,Data splitting,0.4
0.7,350,0.875,7.274796280984296,Naive,0.0
0.7,350,0.5,12.54910724939003,MLE,0.5
0.7,350,0.875,13.786153156505465,Data splitting,0.5
0.7,350,0.5,6.029657371793537,Naive,0.6666666666666666
0.7,350,0.9166666666666666,13.590660973449701,MLE,0.4
0.7,350,0.6666666666666666,15.470174204666165,Data splitting,0.8
0.7,350,0.5833333333333334,8.13995970381122,Naive,0.8
0.7,350,1.0,10.678823809574663,MLE,0.0
0.7,350,1.0,13.91892508875711,Data splitting,0.5
0.7,350,0.75,5.928376434595836,Naive,0.6666666666666666
0.7,350,1.0,10.577571439160964,MLE,0.0
0.7,350,0.875,13.568648995824034,Data splitting,0.5
0.7,350,0.75,5.939600577761308,Naive,0.6666666666666666
0.7,350,0.75,9.982589277982044,MLE,0.0
0.7,350,1.0,13.880396887293141,Data splitting,0.0
0.7,350,0.5,6.002824929602652,Naive,0.0
0.7,350,0.875,12.646125995836606,MLE,0.5
0.7,350,1.0,16.18445076520102,Data splitting,0.6666666666666666
0.7,350,0.875,7.200706633568882,Naive,0.5
0.7,350,0.875,12.62821600621735,MLE,1.0
0.7,350,0.875,13.65439540777425,Data splitting,1.0
0.7,350,0.75,7.311721540584692,Naive,1.0
0.7,350,0.9166666666666666,13.295717746329538,MLE,0.4
0.7,350,1.0,14.796872443864453,Data splitting,0.4
0.7,350,0.8333333333333334,7.7725248968431115,Naive,0.4
0.7,350,1.0,9.915550195370885,MLE,0.0
0.7,350,0.875,14.603216727513361,Data splitting,0.5
0.7,350,0.25,6.014993399869022,Naive,0.0
0.7,350,1.0,13.080649207887866,MLE,0.4
0.7,350,0.75,14.101017562989421,Data splitting,0.0
0.7,350,0.8333333333333334,7.679572645441701,Naive,0.4
0.7,350,0.75,10.26069977651946,MLE,0.0
0.7,350,0.6666666666666666,15.063220223878693,Data splitting,0.4
0.7,350,0.5,7.404030482688099,Naive,0.5
0.7,350,0.6666666666666666,13.063974626453723,MLE,0.8
0.7,350,0.5,11.264472369736147,Data splitting,0.6666666666666666
0.7,350,0.5,5.976394589079458,Naive,0.6666666666666666
0.7,350,0.75,10.56820170931533,MLE,0.6666666666666666
0.7,350,0.875,13.517144326659182,Data splitting,0.5
0.7,350,0.5833333333333334,7.845450131164385,Naive,0.8
0.7,350,0.9375,13.889519999083916,MLE,0.3333333333333333
0.7,350,1.0,15.772768213479722,Data splitting,0.3333333333333333
0.7,350,0.75,8.199609924266646,Naive,0.3333333333333333
0.7,350,0.5,10.653872289420956,MLE,0.0
0.7,350,1.0,13.826107303405728,Data splitting,0.0
0.7,350,0.75,5.979448705194595,Naive,0.0
0.7,350,0.75,10.603233845412227,MLE,0.0
0.7,350,0.875,13.751105309281115,Data splitting,0.5
0.7,350,1.0,5.952299494760016,Naive,0.0
0.7,350,1.0,13.785255547562619,MLE,0.4
0.7,350,0.9375,16.992860237506406,Data splitting,0.3333333333333333
0.7,350,0.5,5.986005494959128,Naive,0.0
0.7,350,0.8333333333333334,13.049056537211365,MLE,0.4
0.7,350,1.0,14.16352919752938,Data splitting,0.4
0.7,350,0.9166666666666666,7.7350333371622355,Naive,0.4
0.7,350,1.0,12.260319770424802,MLE,0.5
0.7,350,1.0,14.818488182500419,Data splitting,0.4
0.7,350,0.875,7.163927406792034,Naive,0.5
0.7,350,0.9166666666666666,13.695891681171119,MLE,0.8
0.7,350,1.0,13.462723635825892,Data splitting,0.5
0.7,350,0.75,5.933951928170676,Naive,0.0
0.7,350,1.0,12.879586760821782,MLE,0.0
0.7,350,0.8333333333333334,15.447775588483466,Data splitting,0.4
0.7,350,0.8333333333333334,7.654306555626397,Naive,0.4
0.7,350,1.0,10.637143348362407,MLE,0.6666666666666666
0.7,350,1.0,13.976799718918802,Data splitting,1.0
0.7,350,1.0,5.918522297261234,Naive,0.6666666666666666
0.7,350,0.75,10.602776956977364,MLE,0.6666666666666666
0.7,350,1.0,14.8369756469871,Data splitting,0.4
0.7,350,0.75,5.957846494763343,Naive,0.6666666666666666
0.7,350,0.8333333333333334,13.358348932740398,MLE,0.4
0.7,350,0.875,13.28359179745977,Data splitting,0.5
0.7,350,0.875,7.163854192766497,Naive,0.5
0.7,350,0.75,13.721626918264416,MLE,0.3333333333333333
0.7,350,0.625,17.910320232462503,Data splitting,0.6666666666666666
0.7,350,0.75,7.347773933308655,Naive,1.0
0.7,350,1.0,12.422423614060637,MLE,1.0
0.7,350,1.0,13.369043732890667,Data splitting,0.0
0.7,350,1.0,7.0301702607237395,Naive,1.0
0.7,350,0.9166666666666666,13.531797735717104,MLE,0.4
0.7,350,0.9166666666666666,15.257146707619365,Data splitting,0.4
0.7,350,0.75,5.9468277306375725,Naive,0.0
0.7,350,0.9166666666666666,13.240188061545988,MLE,0.4
0.7,350,1.0,14.43636230537895,Data splitting,0.8
0.7,350,0.75,5.983581758628849,Naive,0.0
0.7,350,1.0,12.87946982365115,MLE,0.5
0.7,350,0.75,11.867592109740025,Data splitting,0.6666666666666666
0.7,350,0.6666666666666666,7.697711041768109,Naive,0.8
0.7,350,0.875,12.397376193245872,MLE,1.0
0.7,350,0.875,13.624325134077706,Data splitting,1.0
0.7,350,1.0,7.189336064595041,Naive,1.0
0.7,350,1.0,10.475698190224778,MLE,0.0
0.7,350,0.5833333333333334,16.162464428426656,Data splitting,0.4
0.7,350,1.0,5.968007069508653,Naive,0.0
0.7,350,0.75,10.782978874826728,MLE,0.0
0.7,350,0.6666666666666666,15.062573564629224,Data splitting,0.8
0.7,350,1.0,5.96194900400984,Naive,0.6666666666666666
0.7,350,0.875,12.87441634051467,MLE,0.0
0.7,350,0.75,15.739747248366848,Data splitting,0.0
0.7,350,0.75,5.953842118759715,Naive,0.0
0.7,350,0.9166666666666666,13.359618001928608,MLE,0.8
0.7,350,1.0,10.514520839071887,Data splitting,0.0
0.7,350,0.75,5.883639503948928,Naive,0.0
0.7,350,1.0,10.465505913517445,MLE,0.6666666666666666
0.7,350,0.75,13.638515666672115,Data splitting,0.5
0.7,350,1.0,5.916665546547556,Naive,0.6666666666666666
0.7,350,1.0,13.1599787931181,MLE,0.4
0.7,350,0.95,16.650789605979732,Data splitting,0.5714285714285715
0.7,350,0.8125,8.097105410705057,Naive,0.3333333333333333
0.7,350,1.0,12.456387628689026,MLE,0.5
0.7,350,0.9375,15.851300612071329,Data splitting,0.6666666666666666
0.7,350,0.9166666666666666,7.649490754589753,Naive,0.4
0.7,350,1.0,10.568635685182441,MLE,0.0
0.7,350,0.75,11.447207590147341,Data splitting,0.0
0.7,350,0.6666666666666666,5.907119788217315,Naive,0.0
0.7,350,0.875,12.782259234189219,MLE,0.0
0.7,350,1.0,15.439067262690642,Data splitting,0.0
0.7,350,0.6666666666666666,7.947061229636553,Naive,0.4
0.7,350,0.875,13.717262686752587,MLE,0.6666666666666666
0.7,350,0.875,13.476610484633506,Data splitting,0.5
0.7,350,1.0,5.9436607520847256,Naive,0.0
0.7,350,0.9166666666666666,13.500475544856295,MLE,0.8
0.7,350,0.9375,16.607255626195066,Data splitting,0.3333333333333333
0.7,350,0.75,5.937729677184644,Naive,0.0
0.7,350,0.9166666666666666,13.479783093129784,MLE,0.4
0.7,350,0.9166666666666666,14.711152488708388,Data splitting,0.4
0.7,350,0.75,5.957899613355252,Naive,0.0
0.7,350,0.9166666666666666,12.9979796121517,MLE,0.8
0.7,350,1.0,13.190170306859551,Data splitting,0.5
0.7,350,0.625,7.123904717133932,Naive,0.5
0.7,350,1.0,10.75424376183828,MLE,0.0
0.7,350,1.0,13.674947871928733,Data splitting,0.5
0.7,350,1.0,7.165981587899459,Naive,0.5
0.7,350,0.875,12.846717371341555,MLE,0.0
0.7,350,0.9166666666666666,14.975588625144551,Data splitting,0.0
0.7,350,0.5,6.055474873307646,Naive,0.0
0.7,350,1.0,13.006961679535834,MLE,0.0
0.7,350,1.0,13.93209105867915,Data splitting,0.0
0.7,350,0.75,7.5793889650037976,Naive,0.0
0.7,350,0.75,13.45274824655904,MLE,0.6666666666666666
0.7,350,0.9375,16.07038652529474,Data splitting,0.6666666666666666
0.7,350,0.75,7.847656695157274,Naive,0.8
0.7,350,0.5,10.073760579250196,MLE,0.6666666666666666
0.7,350,0.8333333333333334,15.559965750843658,Data splitting,0.4
0.7,350,0.6666666666666666,6.054057747241994,Naive,0.5454545454545454
0.7,350,1.0,13.283462346719027,MLE,0.0
0.7,350,1.0,10.636423427808612,Data splitting,0.0
0.7,350,0.75,7.093356136409078,Naive,0.0
0.7,350,1.0,12.443335441093975,MLE,0.0
0.7,350,0.9166666666666666,14.807860631463328,Data splitting,0.4
0.7,350,0.75,7.254099389467825,Naive,0.0
0.7,350,0.9166666666666666,13.146923442994726,MLE,0.4
0.7,350,1.0,10.902417370732634,Data splitting,0.6666666666666666
0.7,350,0.75,5.988936409853506,Naive,0.6666666666666666
0.7,350,1.0,12.525783344354512,MLE,0.5
0.7,350,1.0,11.084084056547377,Data splitting,0.0
0.7,350,1.0,5.922542258809642,Naive,0.6666666666666666
0.7,350,0.9,14.591061002500783,MLE,0.5714285714285715
0.7,350,1.0,14.184182594387671,Data splitting,1.0
0.7,350,0.75,5.987453693050469,Naive,0.6666666666666666
0.7,350,1.0,12.574960668136406,MLE,1.0
0.7,350,1.0,11.255843307276184,Data splitting,0.0
0.7,350,0.75,5.972370948973872,Naive,0.0
0.7,350,0.9166666666666666,13.744015288729868,MLE,0.4
0.7,350,0.75,11.482763639014998,Data splitting,0.0
0.7,350,0.875,7.249399154829061,Naive,0.5
0.7,350,0.75,9.964655565340845,MLE,0.0
0.7,350,0.75,14.747749106651945,Data splitting,0.5
0.7,350,0.75,7.553429767214158,Naive,0.5
0.7,350,0.375,12.796974101172147,MLE,0.5
0.7,350,1.0,13.744773303387444,Data splitting,0.5
0.7,350,0.75,5.983187494292434,Naive,0.0
0.7,350,0.75,10.48798803105118,MLE,0.6666666666666666
0.7,350,1.0,13.460516937304089,Data splitting,0.5
0.7,350,1.0,5.906929813680493,Naive,0.6666666666666666
0.7,350,0.9166666666666666,13.175924058023213,MLE,0.4
0.7,350,0.5,14.089746522367854,Data splitting,0.5
0.7,350,0.875,8.21590619203875,Naive,0.3333333333333333
0.7,350,1.0,12.53701387576727,MLE,0.5
0.7,350,0.9375,16.404756402590557,Data splitting,0.6666666666666666
0.7,350,0.8333333333333334,7.845674848261357,Naive,0.4
0.7,350,1.0,13.200479303117978,MLE,0.4
0.7,350,0.875,13.531686834142741,Data splitting,0.0
0.7,350,0.75,7.796702753669618,Naive,0.4
0.7,350,1.0,10.513471323836109,MLE,0.0
0.7,350,0.6666666666666666,16.406069598716314,Data splitting,0.4
0.7,350,0.75,7.137544398383314,Naive,0.5
0.7,350,0.875,12.550692452114216,MLE,0.0
0.7,350,0.875,13.68545916414741,Data splitting,0.0
0.7,350,0.75,5.925920195618043,Naive,0.0
0.7,350,1.0,13.8306664171874,MLE,0.8
0.7,350,0.8333333333333334,15.600222377296255,Data splitting,0.4
0.7,350,0.5833333333333334,8.144067059135867,Naive,0.8
0.7,350,0.75,10.635929754056725,MLE,0.0
0.7,350,1.0,15.2126455153617,Data splitting,0.0
0.7,350,0.875,7.299593440746735,Naive,0.0
0.7,350,1.0,9.961960168545707,MLE,0.0
0.7,350,0.75,13.852332602070808,Data splitting,0.0
0.7,350,0.75,7.298392931343766,Naive,0.5
0.7,350,1.0,13.724421212441145,MLE,0.4
0.7,350,0.875,13.667745043681599,Data splitting,0.0
0.7,350,0.75,7.316306855831301,Naive,0.0
0.7,350,1.0,13.657296046836683,MLE,0.4
0.7,350,0.8333333333333334,14.332515205946663,Data splitting,0.4
0.7,350,0.75,5.920676254762107,Naive,0.6666666666666666
0.7,350,0.75,13.41928569000457,MLE,0.4
0.7,350,1.0,13.615641944077712,Data splitting,0.5
0.7,350,0.75,5.906972117543966,Naive,0.0
0.7,350,0.75,13.52118228946845,MLE,0.6666666666666666
0.7,350,0.3333333333333333,17.38499952801993,Data splitting,0.4
0.7,350,0.375,7.194922082288697,Naive,0.5
0.7,350,0.75,13.538460566058486,MLE,0.3333333333333333
0.7,350,0.8333333333333334,14.995493218571516,Data splitting,0.4
0.7,350,0.5,7.161621217459421,Naive,0.0
0.7,350,1.0,13.959613794783426,MLE,0.3333333333333333
0.7,350,0.8333333333333334,15.653610715058399,Data splitting,0.4
0.7,350,0.75,7.274710923549568,Naive,0.5
0.7,350,1.0,10.71342561857541,MLE,0.0
0.7,350,1.0,14.296789335848027,Data splitting,0.8
0.7,350,1.0,7.138819879063744,Naive,0.5
0.7,350,0.9,14.110534490366518,MLE,0.5714285714285715
0.7,350,1.0,13.363097723937884,Data splitting,0.0
0.7,350,0.75,7.170119515345457,Naive,0.0
0.7,350,0.8333333333333334,13.39719481551586,MLE,0.0
0.7,350,0.5,16.063666098648515,Data splitting,0.8
0.7,350,0.875,7.0739472734188755,Naive,0.5
0.7,350,1.0,12.926729384349313,MLE,0.0
0.7,350,1.0,14.37211301225067,Data splitting,0.4
0.7,350,0.8333333333333334,7.538173490888776,Naive,0.0
